id,category,abm_dimensions,reference_dimensions,pixels_equal,abm_gt,reference_gt
130_jorge,identical,355x97,355x97,true,\frac { 1 } { 4 } + ( \frac { 1 } { 4 } ) ^ { 2 } + ( \frac { 1 } { 4 } ) ^ { 3 } + \cdots = \frac { 1 } { 3 },\frac { 1 } { 4 } + ( \frac { 1 } { 4 } ) ^ { 2 } + ( \frac { 1 } { 4 } ) ^ { 3 } + \cdots = \frac { 1 } { 3 }
formulaire024-equation027,identical,456x141,456x141,true,t _ { 0 } = \frac { x _ { 0 } } { c },t _ { 0 } = \frac { x _ { 0 } } { c }
200922-949-207,identical,150x97,150x97,true,[ \frac { B } { 7 } ] ^ { N + 6 },[ \frac { B } { 7 } ] ^ { N + 6 }
MfrDB0024,identical,351x104,351x104,true,( x ^ { 2 } - 3 ) ^ { 4 } - 7 \cdot ( 8 ^ { 2 } - 3 ) ^ { 2 },( x ^ { 2 } - 3 ) ^ { 4 } - 7 \cdot ( 8 ^ { 2 } - 3 ) ^ { 2 }
formulaire018-equation001,identical,708x79,708x79,true,y _ { k } = f ( x _ { k + 1 } ) - f ( x _ { k } ),y _ { k } = f ( x _ { k + 1 } ) - f ( x _ { k } )
200923-1253-197,identical,112x73,112x73,true,o ( \sum \gamma ),o ( \sum \gamma )
MfrDB0464,identical,131x64,131x64,true,1 + 1,1 + 1
formulaire032-equation020,identical,382x67,382x67,true,8 8 + 1 2 2 = 2 1 0,8 8 + 1 2 2 = 2 1 0
formulaire021-equation023,identical,214x65,214x65,true,n _ { 1 } = 3,n _ { 1 } = 3
200923-1251-201,identical,62x56,62x56,true,7 9,7 9
200923-1553-289,identical,61x59,61x59,true,p p,p p
formulaire003-equation069,identical,327x84,327x84,true,"0 = ( 0 , 0 , \ldots , 0 )","0 = ( 0 , 0 , \ldots , 0 )"
200922-1017-1,identical,362x136,362x136,true,\int _ { 0 } ^ { \infty } \frac { z } { \sqrt { z ^ { 3 } + 1 4 } } d z,\int _ { 0 } ^ { \infty } \frac { z } { \sqrt { z ^ { 3 } + 1 4 } } d z
MfrDB2286,identical,221x157,221x157,true,\frac { \sqrt { 9 9 x ^ { 7 } } } { 1 1 x ^ { 3 } },\frac { \sqrt { 9 9 x ^ { 7 } } } { 1 1 x ^ { 3 } }
200923-1556-60,identical,170x141,170x141,true,\frac { \beta + \gamma } { \theta },\frac { \beta + \gamma } { \theta }
2009212-1031-61,identical,82x56,82x56,true,n v,n v
formulaire001-equation068,identical,267x96,267x96,true,Y = g ( X ) = \frac { 1 } { X },Y = g ( X ) = \frac { 1 } { X }
2009210-947-223,identical,224x77,224x77,true,u + u - V,u + u - V
200923-1553-13,identical,195x84,195x84,true,\sqrt { 1 + \sqrt { 1 + z ^ { 2 } } },\sqrt { 1 + \sqrt { 1 + z ^ { 2 } } }
formulaire008-equation068,identical,686x148,686x148,true,n _ { x } ^ { 2 } + n _ { y } ^ { 2 } + n _ { z } ^ { 2 } = 1,n _ { x } ^ { 2 } + n _ { y } ^ { 2 } + n _ { z } ^ { 2 } = 1
MfrDB2346,identical,516x154,516x154,true,\sin x = \sin ( x + 2 \pi k ),\sin x = \sin ( x + 2 \pi k )
formulaire015-equation065,identical,561x76,561x76,true,( 1 2 0 - 6 9 ) - ( ( 1 7 1 + 6 0 ) \times ( 2 4 / 9 7 ) ) \neq 0,( 1 2 0 - 6 9 ) - ( ( 1 7 1 + 6 0 ) \times ( 2 4 / 9 7 ) ) \neq 0
200923-1251-167,identical,109x77,109x77,true,F H,F H
formulaire007-equation017,identical,409x90,409x90,true,"0 , 0 9 + i 0 , 1 2","0 , 0 9 + i 0 , 1 2"
200923-1556-165,identical,240x77,240x77,true,- \theta - w ^ { N },- \theta - w ^ { N }
formulaire032-equation063,identical,639x163,639x163,true,x = \frac { z - 3 } { - z - 3 } = \frac { 3 - z } { 3 + z },x = \frac { z - 3 } { - z - 3 } = \frac { 3 - z } { 3 + z }
200923-1251-224,identical,115x74,115x74,true,f _ { z } ^ { q } ( j ),f _ { z } ^ { q } ( j )
formulaire024-equation061,identical,409x99,409x99,true,z _ { 1 } = 1 + \sqrt { 2 },z _ { 1 } = 1 + \sqrt { 2 }
200923-1556-3,identical,185x105,185x105,true,\sum s ^ { Y },\sum s ^ { Y }
MfrDB1200,identical,135x72,135x72,true,Y = A X ^ { 2 },Y = A X ^ { 2 }
formulaire035-equation051,identical,222x101,222x101,true,2 ^ { ( n - 1 ) },2 ^ { ( n - 1 ) }
200923-1553-51,identical,66x57,66x57,true,( 9 ),( 9 )
formulaire036-equation031,identical,119x109,119x109,true,a ^ { 2 k },a ^ { 2 k }
formulaire028-equation071,identical,282x87,282x87,true,f ( x ) = \sqrt { x },f ( x ) = \sqrt { x }
200922-947-3,identical,111x92,111x92,true,\log v,\log v
formulaire017-equation037,identical,210x102,210x102,true,"u _ { p _ { i } , q _ { i } }","u _ { p _ { i } , q _ { i } }"
200926-131-183,identical,41x54,41x54,true,0,0
200926-131-165,identical,217x84,217x84,true,\sqrt { H } + g + c,\sqrt { H } + g + c
MfrDB1132,identical,231x109,231x109,true,h = \frac { 1 } { 2 } g t ^ { 2 },h = \frac { 1 } { 2 } g t ^ { 2 }
formulaire018-equation039,identical,497x93,497x93,true,p = a ( 1 - e ^ { 2 } ),p = a ( 1 - e ^ { 2 } )
200922-1017-8,identical,477x148,477x148,true,\int \frac { \sin ( x ) + 1 } { \sqrt { \cos ^ { 3 } ( x ) + \tan ( x ) } } d x,\int \frac { \sin ( x ) + 1 } { \sqrt { \cos ^ { 3 } ( x ) + \tan ( x ) } } d x
MfrDB1724,identical,558x114,558x114,true,E _ { k } = \frac { 1 } { 2 } m _ { 1 } v _ { 1 } ^ { 2 } + \frac { 1 } { 2 } m _ { 2 } v _ { 2 } ^ { 2 },E _ { k } = \frac { 1 } { 2 } m _ { 1 } v _ { 1 } ^ { 2 } + \frac { 1 } { 2 } m _ { 2 } v _ { 2 } ^ { 2 }
MfrDB1516,identical,264x189,264x189,true,"\sum _ { m = 0 } ^ { M } \sum _ { n = 0 } ^ { N } a _ { m , n }","\sum _ { m = 0 } ^ { M } \sum _ { n = 0 } ^ { N } a _ { m , n }"
KME2G3_12_sub_22,identical,442x109,442x109,true,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z,x _ { x } ^ { x } + y _ { y } ^ { y } + z _ { z } ^ { z } - x - y - z
200922-947-19,identical,310x112,310x112,true,x ^ { 2 } + y ^ { 2 } = z ^ { 2 },x ^ { 2 } + y ^ { 2 } = z ^ { 2 }
200922-949-222,identical,100x73,100x73,true,q c e,q c e
2009213-139-245,identical,157x100,157x100,true,\sum _ { \gamma > I } [ 2 ],\sum _ { \gamma > I } [ 2 ]
2009213-139-80,identical,213x99,213x99,true,e ^ { \int x ^ { 2 } d x },e ^ { \int x ^ { 2 } d x }
2009220-1327-42,identical,283x132,283x132,true,\frac { 1 } { 3 } \pi r ^ { 2 } h,\frac { 1 } { 3 } \pi r ^ { 2 } h
200925-1126-42,identical,196x88,196x88,true,\frac { 1 } { 3 } \pi r ^ { 2 } h,\frac { 1 } { 3 } \pi r ^ { 2 } h
formulaire020-equation061,identical,145x78,145x78,true,1 0 ^ { - 2 2 },1 0 ^ { - 2 2 }
2009213-137-62,identical,444x107,444x107,true,( \sin ( x ) ^ { 2 } + 3 \cos ( x ) ^ { 2 } ) ^ { 4 },( \sin ( x ) ^ { 2 } + 3 \cos ( x ) ^ { 2 } ) ^ { 4 }
2009212-1031-128,identical,111x136,111x136,true,\frac { b } { \sum N },\frac { b } { \sum N }
81_caue,identical,649x154,649x154,true,A _ { 2 k } = \frac { 2 R A _ { k } } { 2 R + \sqrt { 4 R ^ { 2 } + A ^ { 2 } _ { k } } },A _ { 2 k } = \frac { 2 R A _ { k } } { 2 R + \sqrt { 4 R ^ { 2 } + A ^ { 2 } _ { k } } }
MfrDB2678,identical,370x120,370x120,true,| a + i b | = \sqrt { x ^ { 2 } + y ^ { 2 } },| a + i b | = \sqrt { x ^ { 2 } + y ^ { 2 } }
200926-1550-157,identical,64x56,64x56,true,1 . 6,1 . 6
formulaire016-equation012,identical,521x174,521x174,true,u _ { n } = \frac { 1 } { n },u _ { n } = \frac { 1 } { n }
KME2G3_29_sub_35,identical,326x133,326x133,true,\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 },\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }
formulaire015-equation031,identical,488x85,488x85,true,e ^ { - z } = \cos ( z ) - \sin ( z ),e ^ { - z } = \cos ( z ) - \sin ( z )
formulaire014-equation028,identical,171x66,171x66,true,x = 3,x = 3
200924-1312-82,identical,132x68,132x68,true,t ( ( \phi ) ),t ( ( \phi ) )
formulaire036-equation017,identical,291x177,291x177,true,a = \frac { v ^ { 2 } } { r },a = \frac { v ^ { 2 } } { r }
200923-1254-57,identical,121x68,121x68,true,g - ( \theta ),g - ( \theta )
200922-949-96,identical,175x76,175x76,true,- \alpha,- \alpha
200923-1553-222,identical,36x54,36x54,true,9,9
MfrDB1797,identical,411x140,411x140,true,2 ^ { x ^ { 3 } } + 3 ^ { y ^ { x - 2 } } - 2 ^ { y + x ^ { 2 y } },2 ^ { x ^ { 3 } } + 3 ^ { y ^ { x - 2 } } - 2 ^ { y + x ^ { 2 y } }
KME2G3_15_sub_74,identical,278x137,278x137,true,\int _ { \log 3 } ^ { 0 } \frac { 1 } { e ^ { t } + 1 } d t,\int _ { \log 3 } ^ { 0 } \frac { 1 } { e ^ { t } + 1 } d t
formulaire005-equation061,identical,109x67,109x67,true,z = 0,z = 0
200923-1556-181,identical,110x66,110x66,true,[ \sum T ],[ \sum T ]
2009212-1031-132,identical,380x154,380x154,true,\sum _ { \Delta \geq \sum H } \cdots + \int \frac { H } { b } d T,\sum _ { \Delta \geq \sum H } \cdots + \int \frac { H } { b } d T
200923-1253-273,identical,125x92,125x92,true,r _ { n } ^ { V },r _ { n } ^ { V }
200923-1254-87,identical,104x67,104x67,true,( L M ),( L M )
MfrDB1266,identical,385x178,385x178,true,\int \limits _ { 0 } ^ { \infty } \frac { \sin ^ { 2 } x } { x ^ { 2 } } d x = \frac { \pi } { 2 },\int \limits _ { 0 } ^ { \infty } \frac { \sin ^ { 2 } x } { x ^ { 2 } } d x = \frac { \pi } { 2 }
200923-1553-0,identical,460x79,460x79,true,\sin ^ { 2 } ( x ) + \cos ^ { 2 } ( x ) = 1,\sin ^ { 2 } ( x ) + \cos ^ { 2 } ( x ) = 1
200926-1550-123,identical,58x79,58x79,true,F,F
2009213-139-199,identical,163x90,163x90,true,\sqrt { g - R },\sqrt { g - R }
200925-1126-49,identical,192x66,192x66,true,\cos ( 0 ) = 1,\cos ( 0 ) = 1
2009220-1327-121,identical,47x60,47x60,true,4,4
200926-1617-164,identical,158x79,158x79,true,\sqrt { V } ^ { m - P },\sqrt { V } ^ { m - P }
formulaire038-equation012,identical,267x70,267x70,true,a _ { p } = p - n _ { p },a _ { p } = p - n _ { p }
formulaire031-equation053,identical,320x92,320x92,true,g ( x + 4 ) = g ( x ),g ( x + 4 ) = g ( x )
KME2G3_24_sub_35,identical,407x129,407x129,true,\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 },\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }
75_leo,identical,553x97,553x97,true,c ^ { 2 } = a ^ { 2 } + b ^ { 2 } - 2 a b \cos C,c ^ { 2 } = a ^ { 2 } + b ^ { 2 } - 2 a b \cos C
MfrDB0148,identical,94x63,94x63,true,\sqrt { 8 },\sqrt { 8 }
200923-1553-293,identical,209x73,209x73,true,( \cdots + f ),( \cdots + f )
KME2G3_11_sub_26,identical,435x93,435x93,true,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X,x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 4 } = X
MfrDB0604,identical,121x124,121x124,true,\frac { 1 + 2 } { 3 },\frac { 1 + 2 } { 3 }
101_Nina,identical,411x113,411x113,true,S = ( \sum _ { i = 1 } ^ { n } \theta _ { i } - ( n - 2 ) \pi ) r ^ { 2 },S = ( \sum _ { i = 1 } ^ { n } \theta _ { i } - ( n - 2 ) \pi ) r ^ { 2 }
124_edwin,identical,528x199,528x199,true,\sum _ { i = 1 } ^ { k } \frac { x ^ { a _ { i } } } { 1 - x ^ { b _ { i } } } = \frac { 1 } { 1 - x },\sum _ { i = 1 } ^ { k } \frac { x ^ { a _ { i } } } { 1 - x ^ { b _ { i } } } = \frac { 1 } { 1 - x }
formulaire020-equation066,identical,297x80,297x80,true,x ^ { 2 } + 3 x,x ^ { 2 } + 3 x
200924-1312-229,identical,142x135,142x135,true,k _ { I _ { X } },k _ { I _ { X } }
200924-1331-268,identical,46x54,46x54,true,R,R
formulaire023-equation068,identical,1167x89,1167x89,true,( y _ { 2 } - y _ { 1 } ) X - ( x _ { 2 } - x _ { 1 } ) Y = x _ { 1 } y _ { 2 } - x _ { 2 } y _ { 1 },( y _ { 2 } - y _ { 1 } ) X - ( x _ { 2 } - x _ { 1 } ) Y = x _ { 1 } y _ { 2 } - x _ { 2 } y _ { 1 }
91_david,identical,409x143,409x143,true,\sin \theta = \frac { y } { \sqrt { x ^ { 2 } + y ^ { 2 } } },\sin \theta = \frac { y } { \sqrt { x ^ { 2 } + y ^ { 2 } } }
formulaire039-equation007,identical,157x97,157x97,true,2 p x _ { 1 },2 p x _ { 1 }
formulaire034-equation073,identical,867x102,867x102,true,x ^ { 1 9 } - x ^ { 1 8 } - x ^ { 1 7 } + x ^ { 2 } - 1,x ^ { 1 9 } - x ^ { 1 8 } - x ^ { 1 7 } + x ^ { 2 } - 1
formulaire016-equation036,identical,313x85,313x85,true,y = x + 3,y = x + 3
110_edwin,identical,627x166,627x166,true,\frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b },\frac { 1 } { \frac { 1 } { 2 } ( \frac { 1 } { a } + \frac { 1 } { b } ) } = \frac { 2 a b } { a + b }
200923-1556-255,identical,78x68,78x68,true,i X,i X
126_danilo,identical,672x147,672x147,true,| x - \frac { p _ { n } } { q _ { n } } | \leq \frac { 1 } { q _ { n } q _ { n + 1 } } < \frac { 1 } { q _ { n } ^ { 2 } },| x - \frac { p _ { n } } { q _ { n } } | \leq \frac { 1 } { q _ { n } q _ { n + 1 } } < \frac { 1 } { q _ { n } ^ { 2 } }
formulaire029-equation074,identical,341x119,341x119,true,"5 , 1 \times 1 0 ^ { 1 8 }","5 , 1 \times 1 0 ^ { 1 8 }"
formulaire018-equation069,identical,120x121,120x121,true,t _ { \gamma } ^ { k },t _ { \gamma } ^ { k }
2009213-137-185,identical,57x56,57x56,true,1 . 3,1 . 3
200923-1253-156,identical,266x156,266x156,true,\frac { \cdots - H } { V \sum T },\frac { \cdots - H } { V \sum T }
200926-1550-110,identical,80x75,80x75,true,\sqrt { Y },\sqrt { Y }
formulaire015-equation053,identical,234x86,234x86,true,x = - \sqrt { y - 3 },x = - \sqrt { y - 3 }
formulaire036-equation068,identical,185x80,185x80,true,1 + 0 i,1 + 0 i
MfrDB1501,identical,623x183,623x183,true,\lim _ { n \rightarrow \infty } \frac { n ^ { 2 } + 3 n } { 2 n ^ { 2 } + 1 } = \frac { 1 } { 2 },\lim _ { n \rightarrow \infty } \frac { n ^ { 2 } + 3 n } { 2 n ^ { 2 } + 1 } = \frac { 1 } { 2 }
94_danilo,identical,758x169,758x169,true,\frac { a } { \sin A } = \frac { b } { \sin B } = \frac { c } { \sin C },\frac { a } { \sin A } = \frac { b } { \sin B } = \frac { c } { \sin C }
formulaire037-equation072,identical,149x83,149x83,true,"X _ { i , j }","X _ { i , j }"
MfrDB1959,identical,164x117,164x117,true,\int \limits _ { 0 } ^ { 1 } \int \limits _ { 0 } ^ { 1 } x ^ { 2 } y ^ { 2 } d x d y,\int \limits _ { 0 } ^ { 1 } \int \limits _ { 0 } ^ { 1 } x ^ { 2 } y ^ { 2 } d x d y
200926-131-44,identical,337x112,337x112,true,\sin ( \frac { \pi } { 4 } ) = \frac { 1 } { \sqrt { 2 } },\sin ( \frac { \pi } { 4 } ) = \frac { 1 } { \sqrt { 2 } }
formulaire030-equation041,identical,68x147,68x147,true,\frac { a } { 4 },\frac { a } { 4 }
200922-949-30,identical,400x152,400x152,true,\frac { - b + \sqrt { b ^ { 2 } - 4 a c } } { 2 a },\frac { - b + \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
131_alfonso,identical,971x124,971x124,true,f ( x ) = a _ { n } x ^ { n } + a _ { n - 1 } x ^ { n - 1 } + \cdots + a _ { 1 } x + a _ { 0 },f ( x ) = a _ { n } x ^ { n } + a _ { n - 1 } x ^ { n - 1 } + \cdots + a _ { 1 } x + a _ { 0 }
KME2G3_28_sub_65,identical,190x106,190x106,true,[ \frac { 2 } { 3 } x ^ { \frac { 3 } { 2 } } ] _ { 0 } ^ { 1 },[ \frac { 2 } { 3 } x ^ { \frac { 3 } { 2 } } ] _ { 0 } ^ { 1 }
MfrDB0050,identical,336x92,336x92,true,1 = \sin ^ { 2 } x + \cos ^ { 2 } x,1 = \sin ^ { 2 } x + \cos ^ { 2 } x
MfrDB1176,identical,86x67,86x67,true,1 + 2,1 + 2
200924-1331-43,identical,171x171,171x171,true,\frac { \pi r ^ { 2 } h } { 3 },\frac { \pi r ^ { 2 } h } { 3 }
200926-131-93,identical,76x57,76x57,true,- 7 z,- 7 z
200926-131-101,identical,39x54,39x54,true,k,k
200926-1550-32,identical,440x78,440x78,true,a x ^ { 4 } + b x + c = 0,a x ^ { 4 } + b x + c = 0
200923-131-227,identical,72x72,72x72,true,y _ { \phi },y _ { \phi }
formulaire023-equation047,identical,716x101,716x101,true,m \leq m - r,m \leq m - r
MfrDB1302,identical,384x122,384x122,true,1 + \tan ^ { 2 } y = \frac { 1 } { \cos ^ { 2 } y },1 + \tan ^ { 2 } y = \frac { 1 } { \cos ^ { 2 } y }
2009212-1031-121,identical,62x56,62x56,true,6 . 7,6 . 7
200923-1254-287,identical,62x66,62x66,true,[ P ],[ P ]
200923-1556-215,identical,145x63,145x63,true,- \sum N,- \sum N
200923-1556-83,identical,322x185,322x185,true,\frac { \cdots + Y _ { P } } { p ^ { I } },\frac { \cdots + Y _ { P } } { p ^ { I } }
2009210-947-199,identical,83x71,83x71,true,\sqrt { \sqrt { y } },\sqrt { \sqrt { y } }
200922-947-117,identical,156x95,156x95,true,( F ) ^ { \pi } Y,( F ) ^ { \pi } Y
formulaire009-equation068,identical,817x206,817x206,true,\frac { x ^ { 2 } } { n _ { x } ^ { 2 } } + \frac { y ^ { 2 } } { n _ { y } ^ { 2 } } + \frac { z ^ { 2 } } { n _ { z } ^ { 2 } } = 1,\frac { x ^ { 2 } } { n _ { x } ^ { 2 } } + \frac { y ^ { 2 } } { n _ { y } ^ { 2 } } + \frac { z ^ { 2 } } { n _ { z } ^ { 2 } } = 1
200924-1312-6,identical,388x195,388x195,true,\sum _ { n = 1 } ^ { N } ( - 1 ) ^ { n } \sin ( n x ),\sum _ { n = 1 } ^ { N } ( - 1 ) ^ { n } \sin ( n x )
89_leissi,identical,651x94,651x94,true,x ^ { \prime } = x \cos \theta + y \sin \theta,x ^ { \prime } = x \cos \theta + y \sin \theta
formulaire014-equation023,identical,647x166,647x166,true,\frac { x ^ { 2 } + y ^ { 2 } } { a ^ { 2 } } - \frac { z ^ { 2 } } { c ^ { 2 } } + 1 = 0,\frac { x ^ { 2 } + y ^ { 2 } } { a ^ { 2 } } - \frac { z ^ { 2 } } { c ^ { 2 } } + 1 = 0
200924-1331-29,identical,87x61,87x61,true,\sqrt { 1 },\sqrt { 1 }
126_Fabricio,identical,627x147,627x147,true,| x - \frac { p _ { n } } { q _ { n } } | \leq \frac { 1 } { q _ { n } q _ { n + 1 } } < \frac { 1 } { q _ { n } ^ { 2 } },| x - \frac { p _ { n } } { q _ { n } } | \leq \frac { 1 } { q _ { n } q _ { n + 1 } } < \frac { 1 } { q _ { n } ^ { 2 } }
MfrDB0194,identical,202x71,202x71,true,2 + 1 = 3,2 + 1 = 3
formulaire009-equation067,identical,1393x102,1393x102,true,x = \alpha _ { 1 } y _ { 1 } + \ldots + \alpha _ { i - 1 } y _ { i - 1 } + \alpha _ { i + 1 } y _ { i + 1 } + \ldots \alpha _ { x n + 1 } y _ { n + 1 },x = \alpha _ { 1 } y _ { 1 } + \ldots + \alpha _ { i - 1 } y _ { i - 1 } + \alpha _ { i + 1 } y _ { i + 1 } + \ldots \alpha _ { x n + 1 } y _ { n + 1 }
200924-1312-85,identical,125x116,125x116,true,\sqrt { \frac { 2 z ^ { 3 } } { \sqrt { \frac { 3 z ^ { 2 } } { \sqrt { 4 z } } } } },\sqrt { \frac { 2 z ^ { 3 } } { \sqrt { \frac { 3 z ^ { 2 } } { \sqrt { 4 z } } } } }
formulaire036-equation005,identical,425x66,425x66,true,1 0 7 - 1 1 0 - 6 0 \geq - 6 3,1 0 7 - 1 1 0 - 6 0 \geq - 6 3
formulaire002-equation010,identical,653x80,653x80,true,( 2 9 - 2 4 + 1 6 9 ) \times 8 8 \leq - 1 4 4 3 1,( 2 9 - 2 4 + 1 6 9 ) \times 8 8 \leq - 1 4 4 3 1
2009213-137-38,identical,179x141,179x141,true,\frac { 4 } { 3 } \pi r ^ { 3 },\frac { 4 } { 3 } \pi r ^ { 3 }
127_edwin,identical,133x65,133x65,true,n ! - 1,n ! - 1
formulaire005-equation046,identical,220x122,220x122,true,\frac { 1 } { 3 } \frac { 1 } { 3 } \gamma,\frac { 1 } { 3 } \frac { 1 } { 3 } \gamma
200923-131-268,identical,213x172,213x172,true,\frac { 0 s } { 5 . 7 },\frac { 0 s } { 5 . 7 }
200923-1251-144,identical,218x71,218x71,true,P - \sqrt { 4 } < [ k ],P - \sqrt { 4 } < [ k ]
200923-1556-80,identical,237x123,237x123,true,e ^ { \int x ^ { 2 } d x },e ^ { \int x ^ { 2 } d x }
200923-131-147,identical,312x217,312x217,true,\frac { z } { i _ { m } },\frac { z } { i _ { m } }
KME2G3_12_sub_28,identical,391x117,391x117,true,z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z },z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }
formulaire019-equation005,identical,1014x75,1014x75,true,1 3 9 \pm ( 1 8 4 \times ( 5 4 + 1 0 2 ) ) + ( ( 1 7 8 \div 1 6 9 ) + 2 7 ),1 3 9 \pm ( 1 8 4 \times ( 5 4 + 1 0 2 ) ) + ( ( 1 7 8 \div 1 6 9 ) + 2 7 )
200926-1617-102,identical,218x115,218x115,true,\sum _ { \beta > d } C + E,\sum _ { \beta > d } C + E
formulaire007-equation010,identical,767x98,767x98,true,1 4 6 \times ( 1 0 1 + 1 5 7 - 1 8 1 ) = 1 1 2 4 2,1 4 6 \times ( 1 0 1 + 1 5 7 - 1 8 1 ) = 1 1 2 4 2
200926-1550-0,identical,462x80,462x80,true,\sin ^ { 2 } ( x ) + \cos ^ { 2 } ( x ) = 1,\sin ^ { 2 } ( x ) + \cos ^ { 2 } ( x ) = 1
formulaire001-equation019,identical,325x97,325x97,true,"v , u _ { 1 } , u _ { 2 }","v , u _ { 1 } , u _ { 2 }"
200926-1617-48,identical,231x97,231x97,true,\sin ( \frac { \pi } { 3 } ) = \frac { 1 } { 2 },\sin ( \frac { \pi } { 3 } ) = \frac { 1 } { 2 }
200926-1617-22,identical,69x77,69x77,true,d _ { G },d _ { G }
MfrDB0097,identical,207x111,207x111,true,( - 1 ) ^ { \frac { p - 1 } { 2 } } = 1,( - 1 ) ^ { \frac { p - 1 } { 2 } } = 1
200924-1331-0,identical,428x86,428x86,true,\sin ^ { 2 } ( x ) + \cos ^ { 2 } ( x ) = 1,\sin ^ { 2 } ( x ) + \cos ^ { 2 } ( x ) = 1
200924-1312-188,identical,236x128,236x128,true,\int _ { \sqrt { \sigma } } ^ { - b } - A d M _ { s },\int _ { \sqrt { \sigma } } ^ { - b } - A d M _ { s }
200923-131-206,identical,194x115,194x115,true,\sum _ { h > \pi } I - q,\sum _ { h > \pi } I - q
MfrDB1292,identical,356x133,356x133,true,\lim _ { n \rightarrow \infty } | x _ { n + 1 } - x _ { n } |,\lim _ { n \rightarrow \infty } | x _ { n + 1 } - x _ { n } |
131_Fabricio,identical,1056x112,1056x112,true,f ( x ) = a _ { n } x ^ { n } + a _ { n - 1 } x ^ { n - 1 } + \cdots + a _ { 1 } x + a _ { 0 },f ( x ) = a _ { n } x ^ { n } + a _ { n - 1 } x ^ { n - 1 } + \cdots + a _ { 1 } x + a _ { 0 }
200923-1251-103,identical,162x78,162x78,true,\sum t - \lambda,\sum t - \lambda
200926-131-175,identical,198x196,198x196,true,\frac { x + \lambda } { \sqrt { L } },\frac { x + \lambda } { \sqrt { L } }
formulaire011-equation042,identical,171x75,171x75,true,p ^ { 2 } \neq 0,p ^ { 2 } \neq 0
MfrDB2157,identical,536x152,536x152,true,\sin \frac { \pi } { 4 } = \cos \frac { \pi } { 4 } = \frac { \sqrt { 2 } } { 2 },\sin \frac { \pi } { 4 } = \cos \frac { \pi } { 4 } = \frac { \sqrt { 2 } } { 2 }
200922-1017-122,identical,113x63,113x63,true,7 . 4,7 . 4
formulaire038-equation057,identical,303x84,303x84,true,"a = 0 , 1","a = 0 , 1"
MfrDB2061,identical,109x65,109x65,true,7 + 5,7 + 5
200923-1253-48,identical,255x102,255x102,true,\sin ( \frac { \pi } { 3 } ) = \frac { 1 } { 2 },\sin ( \frac { \pi } { 3 } ) = \frac { 1 } { 2 }
formulaire034-equation018,identical,343x64,343x64,true,5 + 9 + 5 = 1 9,5 + 9 + 5 = 1 9
formulaire035-equation043,identical,893x95,893x95,true,d s ^ { 2 } = d r ^ { 2 } + r ^ { 2 } d \theta ^ { 2 } + r ^ { 2 } \sin ^ { 2 } \theta d \phi ^ { 2 },d s ^ { 2 } = d r ^ { 2 } + r ^ { 2 } d \theta ^ { 2 } + r ^ { 2 } \sin ^ { 2 } \theta d \phi ^ { 2 }
200923-1253-241,identical,138x63,138x63,true,- q - z,- q - z
formulaire031-equation011,identical,281x78,281x78,true,e _ { 1 } = 0,e _ { 1 } = 0
MfrDB2682,identical,172x61,172x61,true,1 1 + 1 2 = 3,1 1 + 1 2 = 3
formulaire037-equation019,identical,384x82,384x82,true,u = \cos ( t ),u = \cos ( t )
2009213-139-41,identical,214x70,214x70,true,u = a,u = a
200922-947-136,identical,58x57,58x57,true,\sqrt { l },\sqrt { l }
200923-1254-15,identical,124x94,124x94,true,\frac { A - h } { N },\frac { A - h } { N }
200924-1331-247,identical,129x128,129x128,true,\frac { h } { I },\frac { h } { I }
200922-949-263,identical,139x72,139x72,true,a ^ { P } ( h ),a ^ { P } ( h )
formulaire014-equation068,identical,223x157,223x157,true,- \frac { 1 0 1 } { 1 0 0 },- \frac { 1 0 1 } { 1 0 0 }
MfrDB1666,identical,80x70,80x70,true,\sqrt [ 5 ] { 5 5 },\sqrt [ 5 ] { 5 5 }
formulaire013-equation063,identical,374x127,374x127,true,\frac { 1 } { g ( y ) } \frac { d y } { d x } = f ( x ),\frac { 1 } { g ( y ) } \frac { d y } { d x } = f ( x )
MfrDB2486,identical,175x83,175x83,true,( 1 2 - x ) ^ { 2 },( 1 2 - x ) ^ { 2 }
formulaire002-equation006,identical,541x82,541x82,true,x ^ { 3 } + 3 x ^ { 2 } \sqrt { 3 } - 3 x - \sqrt { 3 },x ^ { 3 } + 3 x ^ { 2 } \sqrt { 3 } - 3 x - \sqrt { 3 }
